"ID","Status","Project","Website","Product","Description","Access","Documentation","Version","DOI","Variable","Start","End","Region","Polygon","Released","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6","EO_Missions"
43,"ONGOING","BALTIC+ Sea-Land biogeochemical linkages (SeaLaBio)","https://www.syke.fi/projects/BalticSeaLaBio","Model based Colored Dissolved Organic Matter (CDOM) _Baltics_Model","Concentrations (expressed with absorption values) of Colored Dissolved Organic Matter (CDOM) simulated with the Ecological Regional Ocean Model (ERGOM). In this simulation river discharge and CDOM values estimated with Sentinel-2 data from 69 river mouth areas were used as input data. The results are visualized in TARKKA (https://wwwi4.ymparisto.fi/i4/eng/tarkka/index.html?type=ERGOM_CDOM&lang=en). The corresponding GeoTiff files are available in WAF (http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/ERGOM_results/P95/).","http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/ERGOM_results/P95/",,,,"Colour Dissolved Organic Matter (CDOM)","2016.01.01","2019.12.31","Baltics","[[[9.3738792631,53.90254289],[32.9925362748,53.90254289],[32.9925362748,66.2654700409],[9.3738792631,66.2654700409],[9.3738792631,53.90254289]]]","2020.03.19","Oceans","Land",,,,,"Model"
44,"ONGOING","BALTIC+ Sea-Land biogeochemical linkages (SeaLaBio)","https://www.syke.fi/projects/BalticSeaLaBio","In-situ measurements_Baltics","Water quality data of coastal (local and regional) monitoring; ICES water quality; Water quality from campaigns; Water quality data from Ship- of-opportunity (bottle samples); Water quality data from Ship-of- opportunity, instrument data; Reflectance. Details available at: http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/SeaLaBio_Dataset_Description_V1.2.pdf","http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/",,,,"Colour Dissolved Organic Matter (CDOM)","2015.01.01","2018.12.31","Baltics","[[[9.3738792631,53.90254289],[32.9925362748,53.90254289],[32.9925362748,66.2654700409],[9.3738792631,66.2654700409],[9.3738792631,53.90254289]]]","2019.11.07","Oceans","Land",,,,,"In-situ"
45,"ONGOING","BALTIC+ Sea-Land biogeochemical linkages (SeaLaBio)","https://www.syke.fi/projects/BalticSeaLaBio","EO based Color Disolved Organic Matter_Baltics_S3","The OLCI based EO results are visible in TARKKA (https://wwwi4.ymparisto.fi/i4/eng/tarkka/index.html?type=BP_CDOM&date=2019-09-01&lang=en&zoom=5.31&lat=64.23000&lon=26.00000) and the WAF (http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/). These have been derived by first performing the atmospheric correction with the Baltic+ AC processor and the using a band ratio algorithm for the estimation of CDOM. More details about the processing will be made available in the Validation Report and Dataset User Manual while comparisons of model and EO results with in situ data will be available in the Impact Assessment Report (see the Results section on the project website https://www.syke.fi/en-US/Research__Development/Research_and_development_projects/Projects/SeaLand_biogeochemical_linkages_SeaLaBio/Results).","http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/EO_results/",,,,"Colour Dissolved Organic Matter (CDOM)","2017.01.01","2019.12.31","Baltics","[[[9.3738792631,53.90254289],[32.9925362748,53.90254289],[32.9925362748,66.2654700409],[9.3738792631,66.2654700409],[9.3738792631,53.90254289]]]","2020.09.17","Oceans","Land",,,,,"Sentinel-3"
134,"ONGOING","Satellite Oceanographic Datasets for Acidification (OceanSODA)","https://esa-oceansoda.org/","Surface-ocean_pCO2_Global_v2021","A global gridded data set of the surface ocean carbonate system for seasonal to decadal studies of ocean acidification (v2021). This are the outputs from a full marine carbonate system analysis, calculated from machine learning estimates of total alkalinity (TA) and the partial pressure of carbon dioxide (pCO2). The surface-ocean pCO2 presented here is the ensemble mean of 16 two-step clustering-regression machine learning estimates. The ensemble is a combination of eight clustering instances and two regression methods. For the clustering, we use K-means clustering (21 clusters) repeated with different initiations, resulting in slightly different clusters. Two machine learning regression methods are applied to each of these clustering instances. These machine learning methods are feed-forward neural-network (FFNN), and gradient boosted machine using decision trees (GBDT). The average of the ensemble members is used as the final estimate. Further, the standard deviation of the ensemble members is an analog of the uncertainty. 
Total alkalinity and pCO2 are then used to solve for the remaining parameters of the marine carbonate system using the PyCO2SYS software (to derive pH and total dissolved inorganic carbon, or DIC). The temperature and salinity products used in this calculation are provided in the file. Phosphate and silicate from the interpolated World Ocean Atlas (2018) product were used. The total scale for pH was used. The product extends from the start of 1985 to the end of 2020.
","https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0220059/",,,"https://doi.org/10.25921/m5wx-ja34","partial pressure of CO2","1985.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.09.15","Oceans","carbon",,,,,"Sentinel-3"
135,"ONGOING","Satellite Oceanographic Datasets for Acidification (OceanSODA)","https://esa-oceansoda.org","Surface-ocean_TA_Global_v2021","A global gridded data set of the surface ocean carbonate system for seasonal to decadal studies of ocean acidification (v2021). This are the outputs from a full marine carbonate system analysis, calculated from machine learning estimates of total alkalinity (TA) and the partial pressure of carbon dioxide (pCO2). The surface-ocean pCO2 presented here is the ensemble mean of 16 two-step clustering-regression machine learning estimates. The ensemble is a combination of eight clustering instances and two regression methods. For the clustering, we use K-means clustering (21 clusters) repeated with different initiations, resulting in slightly different clusters. Two machine learning regression methods are applied to each of these clustering instances. These machine learning methods are feed-forward neural-network (FFNN), and gradient boosted machine using decision trees (GBDT). The average of the ensemble members is used as the final estimate. Further, the standard deviation of the ensemble members is an analog of the uncertainty. 
Total alkalinity and pCO2 are then used to solve for the remaining parameters of the marine carbonate system using the PyCO2SYS software (to derive pH and total dissolved inorganic carbon, or DIC). The temperature and salinity products used in this calculation are provided in the file. Phosphate and silicate from the interpolated World Ocean Atlas (2018) product were used. The total scale for pH was used. The product extends from the start of 1985 to the end of 2020.
","https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0220059/",,,"https://doi.org/10.25921/m5wx-ja34","total alkalinity","1985.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.09.15","Oceans",,,,,,"SMOS; Sentinel-3"
136,"ONGOING","Satellite Oceanographic Datasets for Acidification (OceanSODA)","https://esa-oceansoda.org","Surface-ocean_pH_Global_v2021","A global gridded data set of the surface ocean carbonate system for seasonal to decadal studies of ocean acidification (v2021). This are the outputs from a full marine carbonate system analysis, calculated from machine learning estimates of total alkalinity (TA) and the partial pressure of carbon dioxide (pCO2). The surface-ocean pCO2 presented here is the ensemble mean of 16 two-step clustering-regression machine learning estimates. The ensemble is a combination of eight clustering instances and two regression methods. For the clustering, we use K-means clustering (21 clusters) repeated with different initiations, resulting in slightly different clusters. Two machine learning regression methods are applied to each of these clustering instances. These machine learning methods are feed-forward neural-network (FFNN), and gradient boosted machine using decision trees (GBDT). The average of the ensemble members is used as the final estimate. Further, the standard deviation of the ensemble members is an analog of the uncertainty. 
Total alkalinity and pCO2 are then used to solve for the remaining parameters of the marine carbonate system using the PyCO2SYS software (to derive pH and total dissolved inorganic carbon, or DIC). The temperature and salinity products used in this calculation are provided in the file. Phosphate and silicate from the interpolated World Ocean Atlas (2018) product were used. The total scale for pH was used. The product extends from the start of 1985 to the end of 2020.
","https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0220059/",,,"https://doi.org/10.25921/m5wx-ja34","basity","1985.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.09.15","Oceans",,,,,,"SMOS; Sentinel-3"
236,"ONGOING","Satellite Oceanographic Datasets for Acidification (OceanSODA)","https://esa-oceansoda.org","Surface-ocean_DIC_Global_v2021","A global gridded data set of the surface ocean carbonate system for seasonal to decadal studies of ocean acidification (v2021). This are the outputs from a full marine carbonate system analysis, calculated from machine learning estimates of total alkalinity (TA) and the partial pressure of carbon dioxide (pCO2). The surface-ocean pCO2 presented here is the ensemble mean of 16 two-step clustering-regression machine learning estimates. The ensemble is a combination of eight clustering instances and two regression methods. For the clustering, we use K-means clustering (21 clusters) repeated with different initiations, resulting in slightly different clusters. Two machine learning regression methods are applied to each of these clustering instances. These machine learning methods are feed-forward neural-network (FFNN), and gradient boosted machine using decision trees (GBDT). The average of the ensemble members is used as the final estimate. Further, the standard deviation of the ensemble members is an analog of the uncertainty. 
Total alkalinity and pCO2 are then used to solve for the remaining parameters of the marine carbonate system using the PyCO2SYS software (to derive pH and total dissolved inorganic carbon, or DIC). The temperature and salinity products used in this calculation are provided in the file. Phosphate and silicate from the interpolated World Ocean Atlas (2018) product were used. The total scale for pH was used. The product extends from the start of 1985 to the end of 2020.
","https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0220059/",,,"https://doi.org/10.25921/m5wx-ja34","total dissolved inorganic carbon","1985.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.09.15","Oceans",,,,,,
237,"ONGOING","Satellite Oceanographic Datasets for Acidification (OceanSODA)","https://esa-oceansoda.org","Surface-ocean_Omega_Global_v2021","A global gridded data set of the surface ocean carbonate system for seasonal to decadal studies of ocean acidification (v2021). This are the outputs from a full marine carbonate system analysis, calculated from machine learning estimates of total alkalinity (TA) and the partial pressure of carbon dioxide (pCO2). The surface-ocean pCO2 presented here is the ensemble mean of 16 two-step clustering-regression machine learning estimates. The ensemble is a combination of eight clustering instances and two regression methods. For the clustering, we use K-means clustering (21 clusters) repeated with different initiations, resulting in slightly different clusters. Two machine learning regression methods are applied to each of these clustering instances. These machine learning methods are feed-forward neural-network (FFNN), and gradient boosted machine using decision trees (GBDT). The average of the ensemble members is used as the final estimate. Further, the standard deviation of the ensemble members is an analog of the uncertainty. 
Total alkalinity and pCO2 are then used to solve for the remaining parameters of the marine carbonate system using the PyCO2SYS software (to derive pH and total dissolved inorganic carbon, or DIC). The temperature and salinity products used in this calculation are provided in the file. Phosphate and silicate from the interpolated World Ocean Atlas (2018) product were used. The total scale for pH was used. The product extends from the start of 1985 to the end of 2020.
","https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0220059/",,,"https://doi.org/10.25921/m5wx-ja34","aragonite saturation state","1985.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.09.15","Oceans",,,,,,
143,"ONGOING","SMOS+ Med: Sea Surface Salinity in the Mediterranean","http://bec.icm.csic.es/six-years-of-the-new-smos-sss-maps-in-the-mediterranean-sea-now-available/","L4 Interpolated Sea Surface Salinity_Europe_SMOS","Analysed Sea Surface Salinity using a combination of debiased non-Bayesian retrieval, DINEOF (Data Interpolating Empirical Orthogonal Functions) and multifractal fusion","http://bec.icm.csic.es/",,,,"Sea surface salinity","2011.01.01","2016.12.31","Europe","[[[-10.7991042669,36.0756766645],[31.7399582331,36.0756766645],[31.7399582331,71.1842816206],[-10.7991042669,71.1842816206],[-10.7991042669,36.0756766645]]]","2018.04.06","Oceans",,,,,,"SMOS"
144,"ONGOING","SMOS+ Rainfall Land","https://www.esasmosrainfall.org","GPM+SM2RAIN Rainfall product_v1.0_daily_0.25_quasi-global","Rainfall dataset based on the integration of IMERG Early Run of the Global Precipitation Measurement Mission (GPM) with SM2RAIN-based rainfall estimates derived from ASCAT, SMOS and SMAP L3 soil moisture products. The dataset is currently available globally +-60° (2007-2018). More details can be found in the netCDF file. The quality flag provided with the dataset has been used to mask out low quality data, as well as the areas characterised by complex topographic, frozen soil, and presence of tropical forests.","https://doi.org/10.5281/zenodo.3854817","https://www.hydrol-earth-syst-sci.net/24/2687/2020/","1.0","https://doi.org/10.5281/zenodo.3854817","Precipitation type at the surface","2007.01.01","2018.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2020.05.26","Land",,,,,,"ASCAT; SMOS; SMAP"
145,"ONGOING","SMOS+ Rainfall Land","https://www.esasmosrainfall.org","PrISM SMOS Rainfall product_v4.0_3h_0.25_Africa","The PrISM product is a satellite rainfall product initially designed for Africa over a regular grid at 0.25° (about 25x25 km²) and every 3 hours. It is obtained from the synergy of SMOS satellite soil moisture measurements and CMORPH-raw precipitation product through the PrIMS algorithm (Pellarin et al., 2009, 2013, 2020, Louvet et al., 2015, Román-Cascón et al. 2017).","https://doi.org/10.5281/zenodo.3565610",,"4.0","https://doi.org/10.5281/zenodo.3565610","Precipitation type at the surface","2010.01.01","2017.12.31","Africa","[[[-17.6437950701,-34.7956685989],[51.3470799095,-34.7956685989],[51.3470799095,37.4409039439],[-17.6437950701,37.4409039439],[-17.6437950701,-34.7956685989]]]","2018.07.30","Land",,,,,,"SMOS"
238,"ONGOING","SMOS+ Rainfall Land","https://www.esasmosrainfall.org","PrISM SMOS Rainfall product v2.0_3h_0.1_Africa","PrISM satellite rainfall product (2010-2021) based on SMOS soil moisture measurements in Africa (3h, 0.1°)","https://doi.org/10.5281/zenodo.5998113",,"2.0","https://doi.org/10.5281/zenodo.5998113","Precipitation type at the surface","2010.01.01","2021.12.31","Africa","[[[-17.6437950701,-34.7956685989],[51.3470799095,-34.7956685989],[51.3470799095,37.4409039439],[-17.6437950701,37.4409039439],[-17.6437950701,-34.7956685989]]]","2021.12.14","Land",,,,,,"SMOS"
239,"ONGOING","SMOS+ Rainfall Land","https://www.esasmosrainfall.org","PrISM SMOS Rainfall product_v2.0_3h_0.25_Africa","The PrISM product is a satellite rainfall product initially designed for Africa over a regular grid at 0.25° (about 25x25 km²) and every 3 hours. It is obtained from the synergy of SMOS satellite soil moisture measurements and CMORPH-raw precipitation product through the PrIMS algorithm (Pellarin et al., 2009, 2013, 2020, Louvet et al., 2015, Román-Cascón et al. 2017).","https://zenodo.org/record/4769825#.Ymj-_y8Rp-U",,"2.0","https://doi.org/10.5281/zenodo.4769825","Precipitation type at the surface","2010.01.01","2020.12.31","Africa","[[[-17.6437950701,-34.7956685989],[51.3470799095,-34.7956685989],[51.3470799095,37.4409039439],[-17.6437950701,37.4409039439],[-17.6437950701,-34.7956685989]]]","2020.05.18","Land",,,,,,"SMOS"
17,"Planned","AlpSnow","https://alpsnow.enveo.at","Snow area extent for European Alps_Multimission","Snow area extent for European Alps","https://alpsnow.enveo.at/publications.html","https://ieeexplore.ieee.org/document/9511108",,,"Snow cover",,,"Europe","[[[5.95591129,45.81799493],[10.49229402,45.81799493],[10.49229402,47.80846475],[5.95591129,47.80846475],[5.95591129,45.81799493]]]","Planned","Cryosphere",,,,,,"MODIS; Sentinel-2; Landsat-8"
18,"Planned","AlpSnow","https://alpsnow.enveo.at","Snow albedo for European Alps_Multimission","Snow albedo for European Alps. Upcoming Product","https://alpsnow.enveo.at/publications.html","https://ieeexplore.ieee.org/document/9511109",,,"Earth surface albedo",,,"Europe","[[[5.95591129,45.81799493],[10.49229402,45.81799493],[10.49229402,47.80846475],[5.95591129,47.80846475],[5.95591129,45.81799493]]]","Planned","Cryosphere",,,,,,"MODIS; Sentinel-2; Landsat-8"
19,"Planned","AlpSnow","https://alpsnow.enveo.at","Snow water equivalent for European Alps_Multimission","Snow water equivalent for European Alps. Upcoming Product","https://alpsnow.enveo.at/publications.html","https://ieeexplore.ieee.org/document/9511110",,,"Snow water equivalent",,,"Europe","[[[5.95591129,45.81799493],[10.49229402,45.81799493],[10.49229402,47.80846475],[5.95591129,47.80846475],[5.95591129,45.81799493]]]","Planned","Cryosphere",,,,,,"MODIS; Sentinel-2; Landsat-8"
20,"Planned","AlpSnow","https://alpsnow.enveo.at","Snow depth for European Alps_Multimission","Snow depth for European Alps. Upcoming Product","https://alpsnow.enveo.at/publications.html","https://ieeexplore.ieee.org/document/9511111",,,"Snow depth",,,"Europe","[[[5.95591129,45.81799493],[10.49229402,45.81799493],[10.49229402,47.80846475],[5.95591129,47.80846475],[5.95591129,45.81799493]]]","Planned","Cryosphere",,,,,,"MODIS; Sentinel-2; Landsat-8"
21,"Planned","AlpSnow","https://alpsnow.enveo.at","Snow grain size for European Alps_Multimission","Snow grain size for European Alps. Upcoming Product","https://alpsnow.enveo.at/publications.html","https://ieeexplore.ieee.org/document/9511112",,,"Snow cover",,,"Europe","[[[5.95591129,45.81799493],[10.49229402,45.81799493],[10.49229402,47.80846475],[5.95591129,47.80846475],[5.95591129,45.81799493]]]","Planned","Cryosphere",,,,,,"MODIS; Sentinel-2; Landsat-8"
22,"Planned","AlpSnow","https://alpsnow.enveo.at","Snow liquid water content (wet snow) for European Alps_Multimission","Snow liquid water content (wet snow) for European Alps. Upcoming Product","https://alpsnow.enveo.at/publications.html","https://ieeexplore.ieee.org/document/9511113",,,"Snow water equivalent",,,"Europe","[[[5.95591129,45.81799493],[10.49229402,45.81799493],[10.49229402,47.80846475],[5.95591129,47.80846475],[5.95591129,45.81799493]]]","Planned","Cryosphere",,,,,,"MODIS; Sentinel-2; Landsat-8"
131,"ONGOING","S2 for Land and Water, Change Detection/Multi-temporal","https://rslab.disi.unitn.it/projects/mta/","Land cover map_Italy_2018_S2","Land cover map of Italy in 2018. Upcoming Product","https://rslab.disi.unitn.it/projects/mta/","https://rslab.disi.unitn.it/projects/mta/#TSA",,,"Land cover","2018.01.01","2018.12.31","Italy","[[[6.62726578,35.28896156],[18.78447454,35.28896156],[18.78447454,47.09214614],[6.62726578,47.09214614],[6.62726578,35.28896156]]]","2019.04.01","Land",,,,,,"Sentinel-2"
132,"ONGOING","S2 for Land and Water, Change Detection/Multi-temporal","https://rslab.disi.unitn.it/projects/mta/","Multitemporal crop map - phenological parameters and phenological parameters_Italy_2017/2018_S2","Multitemporal crop map - phenological parameters and phenological parameters maps of Italy 2017/2018","https://rslab.disi.unitn.it/projects/mta/","https://rslab.disi.unitn.it/projects/mta/#TSA",,,"Land cover","2017.01.01","2018.12.31","Italy","[[[6.62726578,35.28896156],[18.78447454,35.28896156],[18.78447454,47.09214614],[6.62726578,47.09214614],[6.62726578,35.28896156]]]","2019.04.01","Land",,,,,,"Sentinel-2"
133,"ONGOING","S2 for Land and Water, Coastal and Inland Waters Theme","http://meteolakes.ch/#!/about","Hydrodynamic models of Alpine lakes_Western Europe_S2/3","Hydrodynamic models of Alpine lakes","http://meteolakes.ch/#!/data",,,,"Lake area","2008.01.01","2021.12.31","Western Europe","[[[-10.8098181572,42.9418280224],[15.0300255928,42.9418280224],[15.0300255928,62.5493288536],[-10.8098181572,62.5493288536],[-10.8098181572,42.9418280224]]]","2016.01.01","Land",,,,,,"Sentinel-2; Sentinel-3"
12,"ONGOING","ALBIOM (ALtimetry for BIOMass)","https://eo4society.esa.int/projects/albiom/","Prototype biomass product using Sentinel-3 altimetry_Africa_S3","Prototype biomass estimation over specific areas, especially over tropical forests and boreal forests. Product details are provided in: Davide Comite, Nazzareno Pierdicca, Maria-Paola Clarizia, Giuseppina De Felice-Proia, Leila Guerriero, Marco Restano, and Jerome Benveniste ""Biomass Estimation by Means of Sentinel-3 Data: A Sensitivity Analysis"", Proc. SPIE 11861, Microwave Remote Sensing: Data Processing and Applications, 1186104 (12 September 2021); https://doi.org/10.1117/12.2600230 https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11861/2600230/Biomass-Estimation-by-Means-of-Sentinel-3-Data--A/10.1117/12.2600230.full",,"https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11861/2600230/Biomass-Estimation-by-Means-of-Sentinel-3-Data--A/10.1117/12.2600230.full",,,"Biomass","2017.01.01","2017.12.31","Africa","[[[-17.8563289572,-34.4708447326],[52.1929288951,-34.4708447326],[52.1929288951,36.9355756202],[-17.8563289572,36.9355756202],[-17.8563289572,-34.4708447326]]]","2021.12.31","Land",,,,,,"Sentinel-3"
46,"ONGOING","BALTIC+ SEAL - Sea Level","http://balticseal.eu/","Baltic Sea Level_Multimission","Suit of products containing: 1) Reprocessed Along-Track Sea Level Estimations at 20-Hz; 2) Reprocessed monthly sea level grids; 3) Gridded mean sea surface height; 4) Maps of estimated sea level trends, annual cycle and uncertainties","http://balticseal.eu/data-access/",,,,"Coastal sea level (tide)","1995.01.01","2019.12.31","Europe","[[[9.0982681011,53.0247903014],[31.9809728849,53.0247903014],[31.9809728849,67.1748890303],[9.0982681011,67.1748890303],[9.0982681011,53.0247903014]]]","2021.11.02","Oceans",,,,,,"TOPEX/Poseidon; ERS-2; Jason-1; Jason-2; Jason-3; ENVISAT; Cryosat-2; SARAL/ALtiKa; Sentinel-3"
47,"ONGOING","BALTIC+ SEAL - Sea Level","http://balticseal.eu/","Hydrodynamic model data (deviation from Sea Level Mean)_Multimission","http://balticseal.eu/wp-content/uploads/2020/04/Baltic_SEAL_D2.1_DatasetDescription_v1.1-signed.pdf","http://balticseal.eu/data-access/",,,,"Coastal sea level (tide)","2017.01.01","2017.12.31","Baltics","[[[9.0405918788,53.8666553578],[31.3371258934,53.8666553578],[31.3371258934,66.1535071282],[9.0405918788,66.1535071282],[9.0405918788,53.8666553578]]]","2021.05.28","Oceans",,,,,,"TOPEX/Poseidon; ERS-2; Jason-1; Jason-2; Jason-3; ENVISAT; Cryosat-2; SARAL/ALtiKa; Sentinel-3"
48,"ONGOING","BALTIC+ SEAL - Sea Level","http://balticseal.eu/","Global Ocean Heat Content (GOHC)_GRACE/GRACE-FO","https://www.aviso.altimetry.fr/fileadmin/documents/data/tools/MOHeaCAN-DT-006-MAG_PUM.pdf","https://www.aviso.altimetry.fr/en/data/products/ocean-indicators-products/ocean-heat-content-and-earth-energy-imbalance.html",,,,"Sea surface height anomaly","2002.01.01","2016.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.10.04","Oceans",,,,,,"GRACE; GRACE-FO"
49,"ONGOING","BALTIC+ SEAL - Sea Level","http://balticseal.eu/","Earth Energy Imballance (EEI)_GRACE/GRACE-FO","https://www.aviso.altimetry.fr/fileadmin/documents/data/tools/MOHeaCAN-DT-006-MAG_PUM.pdf","https://www.aviso.altimetry.fr/en/data/products/ocean-indicators-products/ocean-heat-content-and-earth-energy-imbalance.html",,,,"Sea surface height anomaly","2002.01.01","2016.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.10.04","Oceans",,,,,,"GRACE; GRACE-FO"
59,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Low Resolution Mode satellite altimeter product _Open Ocean_Cryosat","Low Resolution Mode satellite altimeter product generated from Cryosat data by TU Delft","https://www.satoc.eu/projects/CP4O/data.html",,,,"Sea surface height anomaly","2013.01.01","2013.12.31","Pacific and North Atlantic","[[[-179.6208515315,-0.310754625],[-2.3130615194,-0.310754625],[-2.3130615194,60.0851973468],[-179.6208515315,60.0851973468],[-179.6208515315,-0.310754625]]]","2021.02.15","Oceans","Cryosphere",,,,,"Cryosat"
60,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","RDSAR Satellite SAR altimeter product_Open Ocean_Cryosat","""RDSAR"" satellite altimeter product generated from Cryosat data by  TU Delft","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/docs/readme_TUDELFT_CP4O_RDSAR_v2.txt",,,"Sea surface height anomaly","2011.01.01","2021.12.31","Pacific and North Atlantic","[[[-179.6208515315,-0.310754625],[-2.3130615194,-0.310754625],[-2.3130615194,60.0851973468],[-179.6208515315,60.0851973468],[-179.6208515315,-0.310754625]]]","2021.02.15","Oceans","Cryosphere",,,,,"Cryosat"
61,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Satellite SAR altimeter product_Open Ocean_Cryosat","Satellite SAR altimeter product generated from Cryosat data by  CLS (CPP SAR Product)","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/docs/readme_cpp_cnes.txt",,,"Sea surface height anomaly","2012.01.01","2012.12.31","Western Europe","[[[-10.8098181572,42.9418280224],[15.0300255928,42.9418280224],[15.0300255928,62.5493288536],[-10.8098181572,62.5493288536],[-10.8098181572,42.9418280224]]]","2021.02.15","Oceans","Cryosphere",,,,,"Cryosat"
62,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Satellite SAR altimeter product_Coastal Ocean_Cryosat","Satellite SAR coastal altimeter product generated from Cryosat data with the ESA GPOD processor, and by CLS with the CPP","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/docs/readme_cpp_cnes.txt",,,"Sea surface height anomaly","2012.01.01","2013.12.31","Western Europe","[[[-10.8098181572,42.9418280224],[15.0300255928,42.9418280224],[15.0300255928,62.5493288536],[-10.8098181572,62.5493288536],[-10.8098181572,42.9418280224]]]","2021.12.15","Oceans","Cryosphere",,,,,"Cryosat"
63,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Satellite SARIN altimeter product_Coastal Ocean_Cryosat","Satellite SARIN altimeter product generated from Cryosat data by  isardSAT","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/data.html",,,"Sea surface height anomaly","2012.01.01","2014.12.31","Caribbean","[[[-88.9200529235,8.576579727],[-60.2254445602,8.576579727],[-60.2254445602,23.1790330316],[-88.9200529235,23.1790330316],[-88.9200529235,8.576579727]]]","2021.12.15","Oceans","Cryosphere",,,,,"Cryosat"
64,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Satellite LRM, SAR, SARIN polar altimeter product_Polar Ocean_Cryosat","Satellite LRM, SAR, SARIN polar altimeter product generated from Cryosat data by DTU Space","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/data.html",,,"Sea surface height anomaly","2010.01.01","2014.12.31","Arctic","[[[-178.4105321808,60.6134006095],[178.3660428163,60.6134006095],[178.3660428163,84.2454100786],[-178.4105321808,84.2454100786],[-178.4105321808,60.6134006095]]]","2019.01.01","Oceans","Cryosphere",,,,,"Cryosat"
65,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Satellite SAR altimeter product_Sea Floor Mapping_Oceania_Cryosat","Satellite SAR altimeter product generated from Cryosat data by DTU Space","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/data.html",,,"Bathymetry","2012.01.01","2013.12.31","Oceania","[[[94.0869566999,-48.3204367898],[179.6468967167,-48.3204367898],[179.6468967167,10.3846296442],[94.0869566999,10.3846296442],[94.0869566999,-48.3204367898]]]","2019.01.01","Oceans","Cryosphere",,,,,"Cryosat"
66,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Wet Troposphere Correction_for Cryosat","Wet Troposphere Correction product generated for application to Cryosat data by U Porto","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/data.html",,,"Sea surface height anomaly","2011.01.01","2021.12.31","Global Oceans","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2019.01.01","Oceans","Cryosphere",,,,,"Cryosat"
67,"ONGOING","CryoSat Plus For Oceans (CP4O)","https://www.satoc.eu/projects/CP4O/index.html","Arctide2017_High-resolution tidal atlas_Arctic Ocean_Cryosat","Arctide2017 is a high-resolution tidal atlas of the Arctic Ocean. Developed by NOVELTIS, DTU Space and LEGOS, it combines altimeter data from ESA‚Äôs Envisat and CryoSat satellites into the most complete dataset used in the Arctic region to estimate tidal information","https://www.satoc.eu/projects/CP4O/data.html","https://www.satoc.eu/projects/CP4O/data.html",,"https://doi.org/10.1016/j.asr.2018.01.007","Sea surface height anomaly","2014.01.01","2014.12.31","Arctic","[[[-127.3210847509,60.0440393138],[16.2921964991,60.0440393138],[16.2921964991,84.2454100786],[-127.3210847509,84.2454100786],[-127.3210847509,60.0440393138]]]","2015.02.23","Oceans","Cryosphere",,,,,"Cryosat"
